sta_code_h3;top_altitude_mean;top_slo_mean;top_dist_outlet_mean;top_itopo_mean;top_slo_ori_n;top_slo_ori_ne;top_slo_ori_e;top_slo_ori_se;top_slo_ori_s;top_slo_ori_sw;top_slo_ori_w;top_slo_ori_nw;top_drainage_density;top_mor_form_factor_horton;top_mor_form_factor_square;top_mor_shape_factor;top_mor_compact_coef;top_mor_circ_ratio;top_mor_elong_ratio_circ;top_mor_elong_ratio_catchment;top_mor_relief_ratio;top_slo_flat;top_slo_gentle;top_slo_moderate;top_slo_strong;top_slo_steep;top_slo_very_steep
V322542002;300;4.2;11.99;12.1;13.691;5.978;4.941;9.59;13.19;13.61;17.898;21.102;0.19991;0.1786;0.2786;5.5988;2.1377;0.2188;0.4769;0.4226;0.0128;31.03;35.633;20.811;12.445;0.082;0
V331501001;646;12.22;6.04;9.9;12.968;22.168;19.847;21.321;16.598;3.849;1.201;2.048;0;0.3493;0.4953;2.8626;1.6034;0.389;0.6669;0.591;0.1126;0.956;15.779;20.093;34.835;28.283;0.055
V342431001;472;4.5;23.98;14;13.062;6.516;5.188;8.372;18.606;19.422;15.632;13.202;0.19487;0.2119;0.3672;4.7193;1.8621;0.2884;0.5194;0.4603;0.0107;45.682;21.837;12.141;17.445;2.88;0.015
V361401001;415;5.11;24.18;12.8;14.801;8.3;5.772;11.132;15.266;11.781;15.916;17.031;0.60202;0.0936;0.1724;10.6858;2.7175;0.1354;0.3452;0.3059;0.0116;17.461;37.832;28.781;15.442;0.483;0
V372401001;743;13.2;33.04;12.2;13.453;12.295;13.027;16.123;13.521;9.973;8.935;12.674;0.56422;0.1174;0.2404;8.5176;2.3014;0.1888;0.3866;0.3426;0.0192;1.68;10.257;14.769;42.389;30.668;0.237
V401503001;782;20.08;3.3;8;22.211;14.944;4.299;0.614;4.197;14.227;22.723;16.786;0.56849;0.3028;0.4934;3.3022;1.6065;0.3875;0.6209;0.5503;0.1519;0.716;2.661;5.015;28.557;52.098;10.952
V402501001;533;12.93;4.18;8.3;13.127;26.384;15.83;10.296;18.018;8.752;2.188;5.405;0.91029;0.1423;0.3047;7.0286;2.0443;0.2393;0.4256;0.3772;0.0648;0.257;7.079;13.514;57.143;22.008;0
V414521001;852;15.84;9.28;10.2;17.684;13.225;11.148;18.186;16.123;8.96;4.543;10.131;0.24627;0.2304;0.4556;4.3412;1.6717;0.3578;0.5416;0.48;0.0517;0.543;4.181;7.511;41.43;45.917;0.418
V421401001;1021;17.74;15.96;11.2;14.163;13.54;8.442;10.476;15.352;13.001;11.828;13.197;0.4638;0.257;0.3103;3.8913;2.0258;0.2437;0.572;0.5069;0.044;1.131;4.147;8.188;33.816;46.585;6.133
V422501001;1275;21.47;12.6;11.2;9.593;12.386;11.708;11.959;12.284;15.755;14.308;12.007;0.26706;0.4358;0.3727;2.2944;1.8484;0.2927;0.7449;0.6602;0.0641;1.328;5.089;5.982;21.138;48.984;17.479
V422601001;1502;18.48;8.11;10;5.327;20.69;17.706;9.173;8.621;17.109;14.279;7.095;0.20794;0.1622;0.4103;6.1647;1.7615;0.3223;0.4545;0.4028;0.0831;5.062;15.097;13.108;19.408;28.095;19.231
V426401001;935;18.66;38.59;13;11.245;12.4;11.98;10.849;11.897;14.627;14.745;12.256;0.41525;0.2319;0.2987;4.3114;2.0648;0.2346;0.5434;0.4816;0.0253;2.04;6.346;8.232;28.472;43.525;11.384
V441401001;673;15.72;16.78;11.4;12.649;12.046;10.347;5.975;11.847;18.812;17.682;10.643;0.62838;0.1835;0.3269;5.4485;1.9735;0.2567;0.4834;0.4284;0.0402;2.571;10.863;13.434;31.508;34.176;7.448
V445501001;524;13.3;8.9;10.7;14.345;8.331;6.9;12.547;13.776;16.751;13.611;13.738;0.58754;0.2615;0.3557;3.8246;1.8918;0.2794;0.577;0.5113;0.0476;1.684;14.434;18.043;35.237;27.615;2.988
V500403001;896;20.29;13.8;10.4;15.477;17.39;12.43;11.307;17.218;10.143;6.428;9.606;1.12277;0.1447;0.3859;6.9114;1.8164;0.3031;0.4292;0.3804;0.0466;0.668;3.928;6.306;21.51;58.174;9.414
V504661001;1152;14.24;13.08;10.8;15.277;20.827;15.461;9.406;9.629;8.399;9.522;11.479;0.25818;0.1579;0.4353;6.3337;1.7103;0.3419;0.4484;0.3973;0.0406;0.785;8.205;14.569;38.777;37.092;0.572
V504881501;1115;17.02;11.67;10.1;13.096;7.88;8.327;14.324;19.333;14.612;10.305;12.123;0.33547;0.1509;0.2768;6.6254;2.1448;0.2174;0.4384;0.3885;0.0448;0.718;4.817;9.284;34.391;47.87;2.919
V542521001;546;15.06;9.47;10.2;8.406;16.284;22.001;16.08;12.949;13.204;6.602;4.475;0.31224;0.1816;0.4727;5.5069;1.6412;0.3713;0.4808;0.4261;0.0447;1.123;7.929;12.864;36.005;41.126;0.953
V603501001;845;17.7;19.52;11.1;19.334;15.54;7.23;9.051;15.01;14.691;8.961;10.181;0.58763;0.1356;0.2696;7.3751;2.1734;0.2117;0.4155;0.3682;0.0459;1.124;6.03;10.207;33.048;40.278;9.313
V605201001;698;14.86;27.86;12.6;15.919;12.468;7.113;8.708;15.385;16.689;11.157;12.561;0.6056;0.2049;0.3525;4.8814;1.9005;0.2769;0.5107;0.4526;0.0318;2.195;11.467;13.567;34.025;34.313;4.433
V711501001;759;16.73;6.36;10;10.337;20.237;20.216;10.191;9.38;16.369;8.923;4.347;0.81653;0.3378;0.401;2.9602;1.7819;0.3149;0.6558;0.5812;0.0626;3.369;7.737;5.491;29.097;51.373;2.933
V712401001;561;17.37;28.51;11.5;10.496;14.788;15.321;12.622;12.536;15.411;11.164;7.662;0.89368;0.1112;0.25;8.9928;2.2566;0.1964;0.3763;0.3335;0.0217;1.179;4.173;5.893;31.403;55.545;1.806
V713501001;535;16.63;24.08;11.6;14.135;15.203;15.737;13.705;11.673;10.746;9.042;9.759;0.72471;0.1185;0.3045;8.4354;2.0448;0.2392;0.3885;0.3443;0.0224;1.308;5.935;9.626;31.446;49.657;2.028
W221503001;1771;18.79;5.22;9.6;19.923;20.691;15.391;4.942;0.896;10.627;15.954;11.575;0.45228;0.4185;0.6257;2.3896;1.4265;0.4914;0.7299;0.6469;0.1394;0.922;4.942;7.81;36.645;35.391;14.289
W231401001;1944;33.03;13.75;10.1;12.154;12.516;7.318;11.237;13.461;16.81;14.26;12.245;0.54395;0.217;0.3945;4.6078;1.7966;0.3098;0.5257;0.4659;0.1031;0.361;1.105;1.459;5.136;28.52;63.419
W233521001;1761;29.51;8.02;9.6;9.996;10.622;10.608;10.978;12.53;18.012;15.919;11.334;0.19269;0.2992;0.4642;3.3419;1.6561;0.3646;0.6172;0.547;0.1236;0.47;1.837;2.065;9.084;37.975;48.569
W240501001;1183;13.13;7.06;10.6;2.354;8.185;13.274;7.358;11.684;20.865;26.972;9.309;0.29162;0.2389;0.4319;4.1858;1.7171;0.3392;0.5515;0.4888;0.1021;13.571;17.833;12.85;20.081;30.089;5.577
W271000101;2389;26.61;15.33;10.9;15.264;13.273;10.058;11.264;14.295;12.493;10.403;12.95;0.53158;0.2538;0.3856;3.9394;1.8172;0.3028;0.5685;0.5038;0.0926;0.363;1.87;3.583;16.336;43.231;34.617
W331501001;1259;13.81;9.37;10.6;2.406;3.528;26.125;13.678;6.704;10.42;27.99;9.15;0.30176;0.2222;0.3942;4.5015;1.7972;0.3096;0.5318;0.4713;0.0414;3.622;12.894;13.286;34.221;34.126;1.852
X001001002;2216;22.29;17.25;11;9.24;14.548;16.851;9.856;12.129;14.606;13.288;9.482;0.54818;0.1783;0.2738;5.6073;2.1566;0.215;0.4765;0.4223;0.0501;0.577;2.734;5.798;22.702;47.445;20.744
X001501001;2369;25.43;6.98;9.9;9.57;17.968;12.337;11.358;16.24;17.134;7.745;7.649;0.14266;0.3743;0.3274;2.6718;1.9722;0.2571;0.6903;0.6118;0.1387;0.193;2.018;3.975;15.503;48.188;30.123
X031001001;2104;24.19;46.63;13.3;12.66;14.194;11.686;11.229;12.211;15.239;12.507;10.274;0.409;0.2784;0.2971;3.5918;2.07;0.2334;0.5954;0.5276;0.0355;0.757;2.107;3.681;17.896;50.042;25.517
X043401001;2212;23.57;24.15;11.9;11.4;12.504;13.523;10.489;11.092;13.968;13.192;13.833;0.43867;0.2232;0.3068;4.4804;2.0372;0.241;0.5331;0.4724;0.0441;0.503;2.137;3.873;20.604;48.854;24.029
X045401001;2082;23.77;38.85;12.5;12.157;13.909;13.207;10.36;11.991;13.312;12.554;12.51;0.40946;0.1681;0.2478;5.9493;2.2669;0.1946;0.4626;0.41;0.0335;0.634;2.089;3.433;18.83;51.053;23.962
X142000101;1136;18.08;23.07;11.9;11.099;15.715;14.396;9.006;10.165;16.088;12.866;10.666;0.43388;0.2798;0.3899;3.5735;1.8071;0.3062;0.5969;0.529;0.0452;0.891;4.813;7.883;32.582;46.608;7.223
X211401001;1501;21.61;14.09;10.7;7.186;10.642;20.195;13.393;10.794;14.373;16.398;7.019;0.45752;0.2038;0.4091;4.9071;1.7641;0.3213;0.5094;0.4514;0.0553;1.082;3.978;4.762;21.037;51.699;17.443
X230501001;1069;13.67;8.98;10.5;9.288;8.116;9.896;17.166;22.804;13.205;9.11;10.415;0.83647;0.1844;0.2649;5.424;2.1922;0.2081;0.4845;0.4294;0.0565;1.231;7.507;15.846;45.608;27.789;2.018
Y020401001;1794;22.52;4.69;8.5;11.436;17.995;12.249;25.366;22.168;5.257;2.873;2.656;0.77466;0.1961;0.48;5.0997;1.6287;0.377;0.4997;0.4428;0.1434;0.325;1.03;2.602;18.699;66.667;10.678
Y024521001;865;19.72;6.92;9.3;15.051;16.313;13.758;8.587;5.417;12.065;18.129;10.68;0.26264;0.1831;0.4342;5.4608;1.7124;0.341;0.4829;0.4279;0.0851;0.369;2.955;6.248;25.916;57.033;7.479
Y025404001;1002;19.09;24.78;12;12.141;15.648;15.319;14.282;14.449;10.843;8.025;9.292;0.44691;0.1892;0.4054;5.2854;1.7721;0.3184;0.4908;0.435;0.0512;0.509;3.325;6.124;28.668;55.17;6.204
Y028406001;759;15.63;42.32;12.8;14.792;16.313;14.505;13.374;12.551;9.637;7.983;10.845;0.46597;0.1166;0.2562;8.5734;2.2292;0.2012;0.3854;0.3415;0.0344;7.476;10.174;8.476;26.998;42.569;4.308
Y062402001;729;15.41;16.8;11.6;18.729;14.811;10.86;13.489;19.16;9.525;6.336;7.089;0.60336;0.1713;0.3212;5.8378;1.9911;0.2523;0.467;0.4139;0.0449;2.675;12.122;14.48;28.938;35.247;6.538
Y065501001;399;11.87;20.01;12.3;11.928;9.873;12.796;18.873;15.661;10.083;10.427;10.359;0.55754;0.1996;0.3109;5.0111;2.0236;0.2442;0.5041;0.4467;0.0219;4.972;15.422;17.123;38.619;22.16;1.705
Y113501001;567;12.73;9.65;11.2;16.426;11.501;6.044;9.301;17.21;17.948;10.078;11.493;0.43846;0.3678;0.3839;2.7189;1.8212;0.3015;0.6843;0.6065;0.0494;1.302;11.844;20.368;40.174;23.946;2.367
Y122501001;599;11.12;6.63;10.7;18.475;12.884;9.921;7.748;11.136;13.871;12.565;13.4;0.55075;0.3071;0.3481;3.2563;1.9124;0.2734;0.6253;0.5542;0.0392;1.534;12.276;22.455;47.584;15.892;0.258
Y132501001;191;2.75;12.38;13.2;18.848;31.772;15.108;8.691;9.198;5.973;4.043;6.367;0.4374;0.2305;0.3622;4.3389;1.875;0.2844;0.5417;0.4801;0.0107;57.043;23.729;11.812;7.318;0.099;0
Y141502001;479;9.86;18.9;12.3;4.765;8.383;11.881;15.644;24.884;17.69;10.413;6.341;0.62239;0.1802;0.2506;5.5504;2.254;0.1968;0.479;0.4245;0.0301;7.384;29.818;20.466;22.034;18.833;1.465
Y152401001;541;12.38;17.16;11.5;15.224;14.985;13.785;13.587;12.614;8.914;9.048;11.845;0.72642;0.1784;0.3819;5.6062;1.8259;0.2999;0.4766;0.4223;0.0239;1.631;13.458;18.55;41.383;23.73;1.247
Y252002001;583;17.19;15.3;10.8;10.24;15.739;16.152;14.325;13.17;13.515;9.352;7.507;0.88592;0.1599;0.3503;6.2555;1.9066;0.2751;0.4512;0.3998;0.0341;1.069;6.74;8.929;31.314;47.337;4.611
Y320002001;147;5.45;15.73;12.2;8.242;10.175;15.842;18.487;14.964;11.335;11.15;9.806;0.23397;0.1752;0.2789;5.709;2.1366;0.2191;0.4723;0.4185;0.023;19.656;43.204;19.032;13.769;4.042;0.299
Y400201001;402;5.83;6.49;11.2;15.279;10.193;5.509;5.348;15.561;26.518;11.781;9.811;0.56075;0.3209;0.3542;3.1163;1.8959;0.2782;0.6392;0.5665;0.0496;16.747;44.552;20.708;11.661;5.569;0.764
Y460402001;495;11.29;17.78;11.9;13.094;13.803;11.881;14.225;15.742;12.926;10.121;8.209;0.31272;0.1311;0.2581;7.6271;2.2212;0.2027;0.4086;0.3621;0.0278;5.355;17.853;19.397;34.662;21.785;0.948
Y461502001;251;9.45;17.8;12.6;10.297;7.864;11.115;17.625;20.76;10.642;10.047;11.651;0.1509;0.2426;0.2778;4.1221;2.1409;0.2182;0.5558;0.4925;0.0217;14.567;20.841;14.529;32.319;17.572;0.173
Y500521001;418;6.4;16.74;12.3;14.833;11.113;13.702;15.874;12.99;8.139;9.146;14.203;0.26092;0.171;0.2262;5.8496;2.3723;0.1777;0.4665;0.4135;0.0303;15.826;38.997;18.896;19.855;6.132;0.295
Y503201001;403;5.72;21.39;13.6;11.518;11.838;12.844;14.368;16.213;13.257;9.721;10.241;0.27422;0.2864;0.2516;3.4911;2.2498;0.1976;0.6039;0.5352;0.0227;14.67;42.561;21.626;17.84;3.208;0.095
Y510501001;362;7.55;21.53;12.5;22.176;13.035;9.038;11.527;17.061;8.639;6.037;12.488;0.49741;0.1141;0.2507;8.7678;2.2536;0.1969;0.3811;0.3377;0.0202;14.321;30.12;20.782;25.882;8.427;0.468
Y510661001;373;6.96;24.52;12.7;14.734;12.474;11.825;16.242;14.22;9.435;9.288;11.782;0.19067;0.0918;0.1619;10.8918;2.8041;0.1272;0.3419;0.303;0.0139;16.394;30.069;21.96;24.705;6.838;0.035
Y521502001;204;6.77;14.46;12.9;16.492;15.197;13.357;12.197;9.646;8.791;10.025;14.294;0.48656;0.2792;0.3419;3.5819;1.9299;0.2685;0.5962;0.5284;0.0253;28.654;29.819;11.098;17.635;12.685;0.109
Y523501001;647;9.11;19.52;12.2;9.64;13.589;9.589;12.35;24.91;17.717;6.761;5.445;0.35248;0.1718;0.2922;5.8217;2.0874;0.2295;0.4677;0.4145;0.0299;9.604;23.45;20.247;34.108;11.758;0.833
Y531201001;350;6.94;67.8;15;12.618;12.436;11.734;13.836;17.391;13.632;9.085;9.268;0.34697;0.1612;0.2871;6.2052;2.106;0.2255;0.453;0.4014;0.0092;14.717;33.857;20.814;23.365;7.069;0.179
Y532501001;200;9.74;9.98;11;12.575;9.937;10.757;13.792;13.792;13.628;13.723;11.796;0.25671;0.1978;0.3528;5.0546;1.8997;0.2771;0.5019;0.4448;0.0279;3.445;18.917;23.469;42.961;11.167;0.041
Y542401001;238;11.58;9.05;10.8;15.23;14.247;12.538;20.357;17.09;7.88;4.704;7.955;0.80109;0.1732;0.3628;5.7745;1.8734;0.2849;0.4696;0.4161;0.0337;5.339;17.015;17.771;34.437;25.197;0.242
Y543501001;261;13.7;6.94;10.1;12.274;7.748;12.797;23.526;15.756;7.573;5.114;15.212;1.04189;0.295;0.4934;3.3896;1.6063;0.3875;0.6129;0.5432;0.0488;2.002;10.12;13.689;40.413;32.992;0.783
Y550541001;193;13.62;6.14;10.2;9.121;8.871;10.683;15.889;19.075;16.514;10.454;9.392;0.19001;0.4132;0.4274;2.42;1.726;0.3357;0.7253;0.6428;0.0544;1.687;11.12;16.035;36.776;33.632;0.75
Y561501001;1051;13.86;15.49;11.9;18.018;12.052;10.216;13.592;21.331;9.648;6.238;8.905;0.32188;0.1745;0.2954;5.732;2.0763;0.232;0.4713;0.4177;0.0474;7.078;13.029;15.186;31.474;26.602;6.631
Y604201001;1473;22.53;26.47;12.2;9.622;11.435;14.509;13.204;13.647;16.259;12.559;8.765;0.47688;0.242;0.298;4.1321;2.067;0.234;0.5551;0.4919;0.0452;0.33;1.961;4.221;20.861;54.647;17.98
Y643401001;922;19.16;28.97;12;23.851;8.731;8.157;15.864;19.487;10.22;4.629;9.061;0.50999;0.117;0.3048;8.5456;2.0438;0.2394;0.386;0.3421;0.0283;0.9;5.108;8.344;28.139;46.172;11.337
Y661401001;1500;24.71;10.55;10.6;9.272;8.91;12.991;14.529;14.606;15.581;13.537;10.573;0.27973;0.4469;0.3625;2.2379;1.8741;0.2847;0.7543;0.6685;0.1059;0.131;1.14;2.15;12.587;62.851;21.14
Y781000101;864;32.74;12.1;12.8;14.987;8.887;7.945;11.952;13.379;11.445;12.39;19.016;0.49557;0.3188;0.4496;3.1372;1.6828;0.3531;0.6371;0.5646;0.1238;0.162;0.828;0.982;4.776;35.95;57.302
Y862000101;893;19.81;22.14;14.4;7.37;6.784;12.906;16.114;11.249;11.843;17.378;16.357;0.57693;0.1641;0.2986;6.093;2.0649;0.2345;0.4571;0.4051;0.0417;0.45;3.332;7.213;27.013;50.963;11.029
Y881000102;1042;17.4;15.29;13.7;5.403;4.172;10.206;23.939;14.058;10.024;18.183;14.016;0.54399;0.1568;0.3335;6.3767;1.9538;0.262;0.4468;0.396;0.0643;0.945;7.59;11.345;30.684;41.083;8.353
Y902000101;1177;27.84;13.43;13.2;11.942;14.472;16.276;15.44;10.897;8.734;10.318;11.922;0.61691;0.2555;0.4381;3.9145;1.7048;0.3441;0.5703;0.5054;0.0985;0.198;1.034;2.292;10.154;46.254;40.068
Y960000102;624;25.72;11.92;12.9;11.917;12.149;17.448;18.025;9.545;6.946;10.36;13.61;0.80695;0.2394;0.4359;4.1771;1.7091;0.3423;0.5521;0.4893;0.0915;0.471;2.669;4.827;18.428;42.361;31.245
